Series_reference,Period,Data_value,STATUS,Group,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,UNITS,MAGNTUDE
SNEA.SG01NAC16P10A11,2021.03,370,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Wool,,,,Dollar,6
SNEA.SG01NAC16P10A11,2022.03,427,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Wool,,,,Dollar,6
SNEA.SG01NAC16P10A11,2023.03,376,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Wool,,,,Dollar,6
SNEA.SG01NAC16P10A11,2024.03,397,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Wool,,,,Dollar,6
SNEA.SG01NAC16P10A12,2007.03,1734,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2008.03,1671,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2009.03,2144,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2010.03,2165,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2011.03,2362,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2012.03,2820,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2013.03,2263,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2014.03,2340,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2015.03,2367,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2016.03,2229,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2017.03,2204,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2018.03,2860,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2019.03,3308,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2020.03,3307,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2021.03,2947,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2022.03,3266,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2023.03,3255,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A12,2024.03,2739,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Sheep,,,,Dollar,6
SNEA.SG01NAC16P10A13,2007.03,1948,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2008.03,1714,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2009.03,2057,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2010.03,1848,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2011.03,2127,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2012.03,2289,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2013.03,2316,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2014.03,2166,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2015.03,2614,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2016.03,3074,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2017.03,2919,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2018.03,3172,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2019.03,3218,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2020.03,3437,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2021.03,3202,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2022.03,3716,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2023.03,3783,REVISED,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A13,2024.03,3693,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Cattle,,,,Dollar,6
SNEA.SG01NAC16P10A14,2007.03,166,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2008.03,160,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2009.03,181,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2010.03,179,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2011.03,168,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2012.03,185,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2013.03,172,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2014.03,185,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2015.03,186,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2016.03,180,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2017.03,172,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2018.03,161,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2019.03,164,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2020.03,178,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2021.03,180,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2022.03,195,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2023.03,206,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A14,2024.03,218,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Pigs,,,,Dollar,6
SNEA.SG01NAC16P10A15,2007.03,5273,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2008.03,9885,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2009.03,6995,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2010.03,8888,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2011.03,10953,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2012.03,10567,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2013.03,10385,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2014.03,14823,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2015.03,9378,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2016.03,7608,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2017.03,10990,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2018.03,12424,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2019.03,12468,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2020.03,13702,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2021.03,14851,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2022.03,17564,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2023.03,16138,REVISED,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A15,2024.03,15546,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Dairy Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2007.03,148,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2008.03,163,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2009.03,178,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2010.03,156,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2011.03,153,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2012.03,165,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2013.03,167,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2014.03,185,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2015.03,198,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2016.03,207,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2017.03,210,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2018.03,212,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2019.03,221,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2020.03,231,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2021.03,229,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2022.03,214,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2023.03,221,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A16,2024.03,265,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Poultry Products,,,,Dollar,6
SNEA.SG01NAC16P10A17,2007.03,557,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2008.03,534,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2009.03,724,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2010.03,799,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2011.03,588,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2012.03,745,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2013.03,751,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2014.03,747,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2015.03,707,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2016.03,739,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2017.03,655,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2018.03,674,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2019.03,734,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2020.03,729,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2021.03,741,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2022.03,767,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2023.03,861,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A17,2024.03,874,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,Crops and Seeds,,,,Dollar,6
SNEA.SG01NAC16P10A18,2007.03,1660,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2008.03,1704,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2009.03,2102,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2010.03,1983,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2011.03,1869,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2012.03,2089,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2013.03,2000,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2014.03,2314,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2015.03,2796,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2016.03,3117,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2017.03,3538,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2018.03,3373,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2019.03,3986,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2020.03,4242,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2021.03,4705,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
SNEA.SG01NAC16P10A18,2022.03,4604,FINAL,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",National Accounts - SNA 2008 - SNE,Output,"Fruit, Nuts and Oil seeds",,,,Dollar,6
