Series_reference,Period,Data_value,STATUS,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,UNITS,MAGNTUDE
SNEA.SG02NAC14P30A11E,2005.03,4734,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2006.03,5224,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2007.03,5630,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2008.03,6019,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2009.03,6142,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2010.03,6209,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2011.03,6550,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2012.03,7206,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2013.03,7459,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2014.03,8078,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2015.03,8006,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2016.03,8241,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2017.03,9603,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2018.03,10389,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2019.03,10950,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2020.03,11247,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2021.03,12494,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2022.03,13942,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2023.03,15950,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A11E,2024.03,16291,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Restaurants and hotels,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1988.03,3184,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1989.03,3476,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1990.03,3545,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1991.03,3827,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1992.03,3812,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1993.03,3982,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1994.03,3899,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1995.03,4100,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1996.03,4380,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1997.03,4582,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1998.03,4925,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,1999.03,5102,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2000.03,5450,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2001.03,5692,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2002.03,6001,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2003.03,6544,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2004.03,7008,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2005.03,7420,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2006.03,7818,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2007.03,8354,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2008.03,8665,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2009.03,9062,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2010.03,10160,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2011.03,10197,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2012.03,11014,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2013.03,11555,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2014.03,12324,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2015.03,12832,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2016.03,13868,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2017.03,14978,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2018.03,16152,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2019.03,17620,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2020.03,18848,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2021.03,19124,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2022.03,21130,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2023.03,23633,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A12E,2024.03,26106,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Miscellaneous goods and services,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2000.03,4,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2001.03,19,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2002.03,60,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2003.03,94,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2004.03,211,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2005.03,578,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2006.03,783,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2007.03,670,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2008.03,688,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2009.03,758,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2010.03,561,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2011.03,553,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2012.03,740,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2013.03,916,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2014.03,1092,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2015.03,1214,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2016.03,1343,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2017.03,1454,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2018.03,1606,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2019.03,1853,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2020.03,2378,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2021.03,2322,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2022.03,2719,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2023.03,2701,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC14P30A13E,2024.03,3124,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1988.03,11435,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1989.03,12161,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1990.03,13286,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1991.03,14421,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1992.03,14454,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1993.03,14769,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1994.03,15025,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1995.03,15741,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1996.03,16566,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1997.03,17347,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1998.03,17975,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,1999.03,18730,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2000.03,19464,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2001.03,20681,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2002.03,21886,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2003.03,23385,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2004.03,24759,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2005.03,26198,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2006.03,28250,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2007.03,30515,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2008.03,32433,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2009.03,33834,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2010.03,35104,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2011.03,36587,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2012.03,38354,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2013.03,38941,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2014.03,39938,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2015.03,41100,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2016.03,42489,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2017.03,44369,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2018.03,47054,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2019.03,49409,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2020.03,51634,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2021.03,51969,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2022.03,56390,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2023.03,59955,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30AE,2024.03,61889,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Non Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1988.03,8486,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1989.03,8454,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1990.03,8916,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1991.03,8631,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1992.03,8204,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1993.03,8303,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1994.03,9289,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1995.03,10447,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1996.03,10963,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1997.03,11726,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1998.03,11190,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,1999.03,11560,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2000.03,12289,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2001.03,12397,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2002.03,13265,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2003.03,14299,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2004.03,15055,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2005.03,15730,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2006.03,16466,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2007.03,16823,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2008.03,17128,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2009.03,16554,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2010.03,16914,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2011.03,17682,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2012.03,18534,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2013.03,19041,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2014.03,20313,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2015.03,21550,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2016.03,22811,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2017.03,24316,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2018.03,25802,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2019.03,27022,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2020.03,27764,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2021.03,29801,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2022.03,34271,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2023.03,35204,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30BE,2024.03,34886,REVISED,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Durable Goods,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1988.03,16948,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1989.03,19400,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1990.03,20564,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1991.03,21913,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1992.03,22049,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1993.03,22434,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1994.03,23127,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1995.03,24972,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1996.03,26949,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1997.03,29041,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1998.03,31173,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,1999.03,32557,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
SNEA.SG02NAC15P30CE,2000.03,33473,FINAL,National Accounts - SNA 2008 - SNE,Final Consumption Expenditure,Services,Households,,,Dollars,6
